link_id,customer_id,project_id,region_id
L02810,C01731,P00603,R03720
L02811,C05397,P02552,R06582
L02812,C04335,P02226,R06283
L02813,C06069,P03528,R08844
L02814,C09142,P02217,R01551
L02815,C02979,P08817,R00668
L02816,C04654,P09135,R05912
L02817,C03240,P09668,R00033
L02818,C04975,P00742,R07022
L02819,C06013,P00735,R05477
L02820,C07562,P05470,R09852
L02821,C06056,P02653,R03802
L02822,C00120,P04691,R08884
L02823,C05244,P00886,R05087
L02824,C08187,P03185,R00428
L02825,C03837,P07496,R02770
L02826,C06965,P09099,R02030
L02827,C06847,P08090,R06359
L02828,C09584,P06446,R00358
L02829,C00010,P03656,R01850
L02830,C06030,P00633,R01232
L02831,C03167,P02383,R00602
L02832,C07112,P08850,R04242
L02833,C06511,P07797,R05701
L02834,C08744,P03206,R01373
L02835,C06665,P00943,R07552
L02836,C04363,P02334,R03971
L02837,C03195,P06910,R03409
L02838,C04708,P03262,R06040
L02839,C08247,P01068,R06162
L02840,C05425,P03778,R09070
L02841,C03516,P04346,R08757
L02842,C08649,P00064,R08489
L02843,C07579,P07374,R05827
L02844,C00883,P09048,R05252
L02845,C03179,P03042,R09390
L02846,C05126,P04745,R02589
L02847,C08249,P08223,R00133
L02848,C00197,P00359,R04032
L02849,C04258,P06100,R08085
L02850,C04835,P05576,R02997
L02851,C07498,P07625,R00642
L02852,C09738,P04765,R08662
L02853,C09905,P02710,R01018
L02854,C05976,P01798,R02044
L02855,C08381,P05605,R01741
L02856,C00361,P02255,R00646
L02857,C03949,P09186,R04166
L02858,C04707,P02188,R00474
L02859,C03719,P09097,R01770
L02860,C00408,P07252,R06291
L02861,C05559,P05109,R06088
L02862,C09033,P00144,R08787
L02863,C01899,P04149,R01456
L02864,C03423,P05167,R04382
L02865,C00560,P06871,R08910
L02866,C02365,P08047,R02769
L02867,C00147,P05165,R04053
L02868,C07105,P07416,R08507
L02869,C05513,P01871,R02725
L02870,C05104,P08281,R00597
L02871,C03355,P03788,R01631
L02872,C08895,P07924,R03304
L02873,C02609,P00183,R01850
L02874,C07381,P00712,R01728
L02875,C07514,P02909,R04149
L02876,C09862,P03261,R09923
L02877,C07213,P07801,R07375
L02878,C08483,P05978,R06365
L02879,C04579,P03116,R03762
L02880,C06285,P07327,R08140
L02881,C01762,P00540,R07586
L02882,C08520,P06281,R03189
L02883,C07107,P07340,R00844
L02884,C05831,P04274,R04272
L02885,C02636,P05433,R05184
L02886,C06736,P00492,R02801
L02887,C04373,P00785,R06226
L02888,C02802,P09678,R02808
L02889,C04894,P02601,R01549
L02890,C05126,P00262,R06579
L02891,C04160,P01525,R04211
L02892,C06858,P03737,R07046
L02893,C02310,P02058,R02688
L02894,C02971,P02344,R03918
L02895,C04868,P05268,R09327
L02896,C03137,P01077,R05685
L02897,C01881,P00401,R05552
L02898,C05979,P05836,R01451
L02899,C00950,P00545,R09620
L02900,C06938,P08965,R07923
L02901,C06934,P01523,R03834
L02902,C07161,P06881,R08492
L02903,C02879,P04752,R02687
L02904,C00725,P04208,R03209
L02905,C06913,P05760,R08847
L02906,C01570,P07420,R06398
L02907,C06685,P01553,R04840
L02908,C06999,P00928,R01045
L02909,C01689,P00004,R06898
L02910,C02435,P09230,R05452
L02911,C02220,P06944,R02757
L02912,C07837,P03634,R06936
L02913,C02764,P04749,R07234
L02914,C09102,P04475,R06525
L02915,C02038,P09161,R04483
L02916,C06719,P01635,R03511
L02917,C05070,P01370,R00375
L02918,C04699,P05088,R01265
L02919,C01951,P03754,R02850
L02920,C01290,P02437,R08837
L02921,C06337,P04460,R02298
L02922,C09879,P07512,R02670
L02923,C06314,P08911,R01620
L02924,C03076,P07024,R02254
L02925,C04901,P09199,R03545
L02926,C02080,P01745,R09446
L02927,C01896,P00372,R04406
L02928,C03773,P01350,R02811
L02929,C02498,P00426,R04226
L02930,C07284,P05708,R00441
L02931,C07489,P05368,R03777
L02932,C07299,P02892,R08911
L02933,C01956,P02643,R01322
L02934,C02041,P04632,R05780
L02935,C01456,P07276,R06995
L02936,C09357,P08447,R07314
L02937,C04452,P00237,R02631
L02938,C09506,P08646,R04666
L02939,C06938,P00916,R09531
L02940,C03983,P06231,R07440
L02941,C04454,P09047,R06566
L02942,C08178,P09253,R08186
L02943,C08949,P02998,R04807
L02944,C07437,P07848,R07289
L02945,C01664,P00959,R08648
L02946,C01759,P04814,R04984
L02947,C01289,P08708,R04539
L02948,C08544,P02162,R05082
L02949,C01810,P03745,R00108
L02950,C00235,P08223,R06513
L02951,C07660,P01487,R02659
L02952,C09859,P04901,R05219
L02953,C07785,P06396,R03297
L02954,C03884,P02388,R04698
L02955,C02792,P06658,R02470
L02956,C04462,P08114,R09442
L02957,C09256,P06754,R03713
L02958,C01841,P01599,R09928
L02959,C02211,P08192,R07197
L02960,C09959,P03706,R03616
L02961,C06139,P03496,R05505
L02962,C00987,P04356,R06444
L02963,C02390,P09558,R01039
L02964,C05704,P04641,R04810
L02965,C07744,P06145,R02710
L02966,C01991,P07950,R00034
L02967,C08022,P08163,R00752
L02968,C05023,P02200,R02726
L02969,C01754,P05424,R01078
L02970,C09425,P02900,R08056
L02971,C09537,P09983,R05944
L02972,C01741,P00080,R07786
L02973,C07621,P05476,R04469
L02974,C07586,P03904,R01737
L02975,C05626,P09358,R04876
L02976,C08108,P06065,R09232
L02977,C07450,P08997,R02662
L02978,C08867,P01150,R07367
L02979,C06061,P01744,R04660
L02980,C08788,P04783,R03090
L02981,C04128,P02681,R02651
L02982,C01738,P07337,R03371
L02983,C05596,P04236,R06476
L02984,C04592,P08832,R07966
L02985,C09269,P08210,R08825
L02986,C02852,P06163,R09134
L02987,C04657,P02847,R08433
L02988,C07723,P09011,R01930
L02989,C09771,P05408,R02093
L02990,C09959,P00213,R04533
L02991,C07304,P06031,R05216
L02992,C08884,P08144,R07450
L02993,C07447,P06618,R02829
L02994,C00382,P09921,R09751
L02995,C04220,P01180,R01425
L02996,C05878,P00526,R03288
L02997,C07973,P00123,R05512
L02998,C02325,P09754,R03362
L02999,C06880,P07772,R03001
L03000,C07793,P09896,R00974
L03001,C03306,P03843,R00991
L03002,C05307,P01233,R07245
L03003,C03964,P01728,R04987
L03004,C08528,P02392,R08653
L03005,C06036,P08454,R04745
L03006,C06136,P08323,R03594
L03007,C03267,P00145,R06309
L03008,C07912,P02449,R02741
L03009,C09565,P08170,R07003
L03010,C01431,P01094,R04328
L03011,C01907,P00781,R01645
L03012,C05110,P01268,R00135
L03013,C06002,P04817,R01757
L03014,C02348,P06645,R06347
L03015,C00074,P01509,R06904
L03016,C04467,P09552,R03488
L03017,C04275,P02274,R01077
L03018,C06328,P05816,R09372
L03019,C08333,P02889,R06120
L03020,C06914,P03941,R05730
L03021,C00379,P05783,R07721
L03022,C05316,P03253,R01611
L03023,C07114,P09249,R08678
L03024,C07337,P03164,R07521
L03025,C06565,P05287,R00856
L03026,C09365,P04708,R01246
L03027,C06658,P09044,R04605
L03028,C07912,P09410,R05420
L03029,C06569,P06424,R06301
L03030,C06571,P08281,R00326
L03031,C04456,P05627,R05268
L03032,C05681,P01584,R04931
L03033,C07706,P03539,R09722
L03034,C04329,P02705,R03102
L03035,C08727,P00702,R09960
L03036,C04027,P01101,R02840
L03037,C07204,P06807,R00272
L03038,C06973,P04939,R00320
L03039,C00147,P08957,R08786
L03040,C06641,P03405,R09966
L03041,C04375,P06727,R07295
L03042,C09750,P01006,R02886
L03043,C08815,P01008,R01326
L03044,C07556,P05902,R05374
L03045,C04691,P02983,R09548
L03046,C00360,P00370,R04514
L03047,C05733,P09773,R02435
L03048,C05827,P09758,R03133
L03049,C07763,P01928,R01361
L03050,C08522,P01646,R01773
L03051,C03995,P09613,R08846
L03052,C04429,P05875,R05919
L03053,C05212,P03268,R04809
L03054,C01169,P04264,R05518
L03055,C02951,P04395,R01922
L03056,C09541,P06024,R02190
L03057,C05226,P00218,R06649
L03058,C03242,P03097,R03502
L03059,C06130,P00164,R06665
L03060,C04193,P07236,R08882
L03061,C03907,P00059,R04631
L03062,C01873,P02118,R07734
L03063,C08233,P01286,R03857
L03064,C07623,P07010,R06941
L03065,C06922,P03842,R09726
L03066,C00291,P09340,R07937
L03067,C04879,P09842,R07148
L03068,C07357,P09174,R03533
L03069,C06487,P04685,R04578
L03070,C09441,P02632,R05460
L03071,C02364,P00192,R04581
L03072,C03500,P01451,R00631
L03073,C09184,P01349,R00285
L03074,C09515,P00512,R08330
L03075,C02774,P09481,R05761
L03076,C03950,P06323,R04434
L03077,C03689,P00048,R01229
L03078,C00016,P06376,R09330
L03079,C00780,P06597,R01689
L03080,C07382,P07481,R09340
L03081,C05708,P06714,R04583
L03082,C04377,P00166,R04167
L03083,C03693,P04244,R03452
L03084,C05925,P06541,R02190
L03085,C00923,P07383,R05075
L03086,C03414,P07783,R00004
L03087,C09329,P05238,R01449
L03088,C08590,P08182,R00952
L03089,C03121,P04802,R00625
L03090,C08265,P02473,R02506
L03091,C06199,P05627,R07772
L03092,C06921,P04306,R03087
L03093,C03167,P00852,R08446
L03094,C04758,P03124,R03188
L03095,C01588,P05533,R06907
L03096,C08519,P03333,R04314
L03097,C07200,P08730,R07483
L03098,C08802,P00744,R06685
L03099,C05501,P06023,R08618
L03100,C08271,P07368,R03907
L03101,C01670,P05293,R02267
L03102,C07005,P06727,R06305
L03103,C07231,P06279,R03402
L03104,C09708,P08435,R01513
L03105,C01873,P02285,R06358
L03106,C06872,P00795,R04122
L03107,C06649,P04453,R05765
L03108,C07564,P09478,R09834
L03109,C04123,P09486,R07815
L03110,C06716,P05990,R07563
L03111,C02511,P06635,R06126
L03112,C08263,P02157,R03902
L03113,C03088,P09309,R00639
L03114,C05815,P06524,R05533
L03115,C03096,P04704,R01873
L03116,C03707,P05252,R03823
L03117,C08672,P02558,R08252
L03118,C08243,P05968,R06177
L03119,C03729,P01400,R03597
L03120,C02905,P00214,R05605
L03121,C05707,P02972,R00621
L03122,C08174,P01184,R09440
L03123,C07901,P01967,R05887
L03124,C03043,P03583,R00386
L03125,C06552,P09115,R03362
L03126,C01365,P07594,R08767
L03127,C01285,P02214,R06811
L03128,C09721,P01025,R03567
L03129,C01232,P02683,R08532
L03130,C01268,P04950,R03394
L03131,C09824,P08658,R07027
L03132,C02913,P05436,R09354
L03133,C00618,P06813,R05043
L03134,C07842,P05127,R01600
L03135,C06026,P05280,R05126
L03136,C03058,P06585,R02702
L03137,C07534,P07190,R00053
L03138,C01815,P06781,R08415
L03139,C05915,P00829,R06354
L03140,C09456,P02235,R02397
L03141,C07455,P00986,R05325
L03142,C02584,P08124,R06643
L03143,C00479,P07487,R05039
L03144,C03542,P01057,R00382
L03145,C09258,P04981,R09497
L03146,C02597,P02199,R02722
L03147,C09432,P04009,R07800
L03148,C05329,P04495,R08975
L03149,C09854,P00005,R08174
L03150,C02036,P01298,R05333
L03151,C08349,P04054,R03917
L03152,C00717,P09861,R05129
L03153,C03239,P05076,R08538
L03154,C08093,P06748,R01262
L03155,C04309,P09992,R01509
L03156,C06004,P06155,R05293
L03157,C05177,P04494,R00405
L03158,C02378,P03409,R08236
L03159,C02887,P03210,R00466
L03160,C00608,P06965,R01180
L03161,C04471,P01948,R05683
L03162,C08769,P00906,R08217
L03163,C07076,P02556,R05358
L03164,C03003,P00709,R04645
L03165,C03614,P00335,R05333
L03166,C06814,P04163,R07336
L03167,C02048,P00660,R07814
L03168,C07831,P00712,R03281
L03169,C08575,P01508,R05409
L03170,C05994,P01911,R08470
L03171,C02564,P04074,R09690
L03172,C02169,P04040,R03712
L03173,C03912,P06736,R01230
L03174,C00487,P04393,R08274
L03175,C09700,P02335,R08549
L03176,C04937,P02972,R05097
L03177,C02267,P08294,R00209
L03178,C01403,P01385,R07632
L03179,C06060,P00085,R04786
L03180,C04894,P06788,R06644
L03181,C05091,P03702,R03178
L03182,C02205,P03976,R08038
L03183,C01962,P01332,R00935
L03184,C04685,P08635,R07702
L03185,C05622,P07395,R06325
L03186,C08394,P03255,R06530
L03187,C01270,P04086,R04674
L03188,C00617,P08165,R07470
L03189,C07593,P03205,R06965
L03190,C09541,P09742,R00753
L03191,C00844,P08857,R09580
L03192,C02872,P05616,R08519
L03193,C03781,P06952,R09759
L03194,C00308,P06203,R07163
L03195,C04639,P02571,R05853
L03196,C03839,P02428,R04669
L03197,C09371,P07944,R02815
L03198,C02216,P02434,R00715
L03199,C01609,P03291,R00574
L03200,C07418,P01997,R08813
L03201,C01938,P07882,R07959
L03202,C00689,P01986,R09130
L03203,C03698,P02657,R08625
L03204,C01155,P06187,R02496
L03205,C05819,P06418,R01670
L03206,C03588,P00470,R08992
L03207,C08545,P05498,R08864
L03208,C05275,P06766,R07667
L03209,C01004,P00828,R02119
L03210,C04459,P09704,R03449
L03211,C08665,P05241,R01754
L03212,C00366,P02479,R00364
L03213,C04453,P06478,R07000
L03214,C06653,P00557,R06628
L03215,C02708,P08812,R04464
L03216,C00812,P06838,R05394
L03217,C02781,P04702,R00426
L03218,C06705,P00234,R02057
L03219,C00411,P09408,R08804
L03220,C04431,P08487,R07159
L03221,C00640,P09594,R06207
L03222,C02721,P05214,R03405
L03223,C07712,P04908,R03557
L03224,C00980,P09029,R03292
L03225,C01107,P00506,R03650
L03226,C01568,P03131,R06434
L03227,C02040,P08051,R02663
L03228,C07869,P00438,R05664
L03229,C08470,P06317,R01447
L03230,C00772,P00487,R04538
L03231,C05994,P01976,R04302
L03232,C05988,P07145,R05527
L03233,C00408,P05048,R01617
L03234,C07429,P07236,R02801
L03235,C09015,P01833,R00460
L03236,C05891,P08174,R07837
L03237,C05672,P07486,R04850
L03238,C06366,P07702,R00396
L03239,C02419,P01612,R06281
L03240,C05561,P05359,R07856
L03241,C05894,P00242,R01073
L03242,C03993,P03805,R00894
L03243,C06391,P02552,R01922
L03244,C07172,P00685,R04586
L03245,C04492,P01917,R04546
L03246,C03901,P02635,R04816
L03247,C01361,P04195,R01212
L03248,C05609,P01502,R01754
L03249,C07205,P06390,R02869
L03250,C00938,P09502,R07070
L03251,C01440,P09057,R00399
L03252,C09363,P05072,R01669
L03253,C01568,P00898,R09487
L03254,C00092,P01488,R04380
L03255,C07546,P03410,R02312
L03256,C04918,P08742,R00372
L03257,C07701,P09356,R02378
L03258,C08812,P02565,R00889
L03259,C00505,P07930,R06697
L03260,C04727,P00041,R05212
L03261,C05577,P02246,R03811
L03262,C04529,P06440,R05953
L03263,C04411,P06603,R00004
L03264,C00909,P02676,R04895
L03265,C09922,P08950,R06035
L03266,C05592,P07132,R01243
L03267,C03834,P04269,R08371
L03268,C00327,P05655,R01778
L03269,C01122,P00841,R08570
L03270,C06955,P05665,R01088
L03271,C05835,P09191,R01682
L03272,C07161,P05324,R06446
L03273,C08912,P02615,R05683
L03274,C07573,P08225,R08262
L03275,C07507,P05638,R08753
L03276,C07708,P01447,R02163
L03277,C06100,P07383,R05205
L03278,C07789,P06454,R04270
L03279,C05773,P01111,R05494
L03280,C04661,P06512,R00963
L03281,C07997,P00914,R03076
L03282,C07135,P02528,R01801
L03283,C05258,P00818,R04992
L03284,C08095,P08839,R02150
L03285,C09288,P04439,R07305
L03286,C04544,P00484,R00982
L03287,C06954,P03118,R06091
L03288,C06864,P00927,R05230
L03289,C03785,P09216,R08111
L03290,C00842,P08228,R03457
L03291,C02756,P08439,R05500
L03292,C06338,P08673,R03441
L03293,C05849,P02274,R00899
L03294,C06584,P09322,R03975
L03295,C03812,P00362,R01087
L03296,C08484,P03620,R01981
L03297,C01975,P07349,R04236
L03298,C00986,P02305,R06148
L03299,C01017,P08918,R07743
L03300,C01053,P03766,R02203
L03301,C00974,P09336,R06907
L03302,C05447,P01054,R09404
L03303,C05271,P03125,R03919
L03304,C00272,P05919,R04279
L03305,C04702,P08921,R06098
L03306,C05388,P01263,R02430
L03307,C01481,P07901,R02905
L03308,C02101,P08111,R05063
L03309,C02897,P09815,R06420
L03310,C05476,P01830,R08579
L03311,C04622,P04078,R00952
L03312,C02435,P06537,R08362
L03313,C06003,P01400,R09593
L03314,C03902,P07525,R02509
L03315,C04791,P04126,R05832
L03316,C05358,P07761,R07786
L03317,C03952,P00946,R05186
L03318,C04093,P09629,R05948
L03319,C05418,P01831,R07221
L03320,C06930,P02815,R09178
L03321,C04656,P01563,R08558
L03322,C02492,P01585,R09045
L03323,C09051,P03462,R03206
L03324,C06411,P04473,R02315
L03325,C06534,P01588,R01756
L03326,C09848,P00569,R09553
L03327,C09651,P09553,R04587
L03328,C03376,P05061,R08310
L03329,C04352,P08480,R02509
L03330,C00040,P08096,R05157
L03331,C02170,P02068,R03647
L03332,C02367,P03936,R06627
L03333,C04129,P05914,R04880
L03334,C06120,P00498,R02730
L03335,C07987,P06650,R02865
L03336,C05511,P01562,R05356
L03337,C02543,P08806,R06994
L03338,C01316,P00494,R08392
L03339,C02387,P05182,R03644
L03340,C06024,P08639,R02085
L03341,C09485,P04523,R09105
L03342,C02933,P03092,R04358
L03343,C03798,P05145,R06610
L03344,C08261,P09690,R09373
L03345,C07335,P01880,R00075
L03346,C03981,P03791,R07380
L03347,C02237,P00128,R02223
L03348,C06729,P05704,R01675
L03349,C01198,P07791,R01404
L03350,C04577,P07607,R03262
L03351,C06191,P00138,R07908
L03352,C00609,P02150,R08539
L03353,C08325,P03997,R06976
L03354,C08961,P03828,R07232
L03355,C09669,P03619,R06964
L03356,C03216,P00275,R07927
L03357,C08594,P01842,R06321
L03358,C08890,P00222,R08144
L03359,C09994,P02695,R06722
L03360,C04508,P00463,R04595
L03361,C03980,P00440,R02269
L03362,C00179,P01824,R06435
L03363,C03468,P02386,R00493
L03364,C05729,P09281,R00307
L03365,C05145,P05772,R05749
L03366,C03156,P05940,R09277
L03367,C06440,P05255,R06147
L03368,C03091,P05258,R06870
L03369,C04673,P06441,R02723
L03370,C06879,P05040,R07317
L03371,C01910,P00654,R09885
L03372,C01532,P05981,R02521
L03373,C06221,P03831,R09574
L03374,C09459,P05634,R09163
L03375,C08286,P06561,R05899
L03376,C04290,P08926,R06936
L03377,C01868,P01619,R08207
L03378,C07518,P06701,R05020
L03379,C03054,P05131,R09269
L03380,C08709,P07551,R03663
L03381,C02962,P02658,R07073
L03382,C03593,P00275,R07880
L03383,C01462,P09115,R07965
L03384,C00632,P08452,R01318
L03385,C00978,P01437,R03529
L03386,C01473,P00313,R08817
L03387,C07164,P00570,R04099
L03388,C02874,P06874,R09647
L03389,C00348,P07569,R07370
L03390,C04859,P04467,R08318
L03391,C03974,P04396,R04622
L03392,C08449,P07734,R01221
L03393,C01176,P08063,R05216
L03394,C09536,P08183,R08768
L03395,C05758,P00984,R03505
L03396,C05826,P00151,R02915
L03397,C06855,P06825,R06397
L03398,C08786,P00085,R06033
L03399,C00770,P08735,R05896
L03400,C01669,P04550,R09046
L03401,C01700,P09090,R00902
L03402,C01992,P07146,R04092
L03403,C07552,P01226,R06712
L03404,C08899,P03921,R02535
L03405,C03888,P01910,R00374
L03406,C08543,P02559,R01234
L03407,C04174,P03527,R08552
L03408,C08798,P09945,R03367
L03409,C04768,P09670,R00880
L03410,C07937,P04025,R06970
L03411,C06145,P04485,R09405
L03412,C09267,P02687,R07608
L03413,C08560,P09732,R01278
L03414,C03060,P04965,R07740
L03415,C08683,P06003,R00052
L03416,C08206,P08150,R07118
L03417,C03905,P01158,R08156
L03418,C09161,P03327,R00604
L03419,C07651,P08801,R01068
L03420,C06626,P08062,R01459
L03421,C07220,P08283,R03433
L03422,C03464,P00056,R03075
L03423,C07462,P00448,R00763
L03424,C00947,P04483,R06047
L03425,C07627,P01705,R04230
L03426,C02243,P05333,R02775
L03427,C08492,P08099,R00496
L03428,C06812,P01946,R02637
L03429,C01378,P09920,R05542
L03430,C05916,P01029,R09085
L03431,C00098,P08890,R06063
L03432,C03698,P01257,R07699
L03433,C09287,P05749,R00797
L03434,C09473,P07867,R02979
L03435,C06579,P04574,R09030
L03436,C05101,P06506,R05027
L03437,C08913,P00184,R05677
L03438,C02403,P02694,R00493
L03439,C00790,P01083,R02510
L03440,C08046,P04949,R08266
L03441,C05275,P02939,R07460
L03442,C07639,P08062,R09026
L03443,C02133,P07694,R01821
L03444,C07813,P09033,R03010
L03445,C06448,P06063,R09641
L03446,C05682,P05306,R07385
L03447,C04151,P08623,R06092
L03448,C01101,P08199,R08047
L03449,C01156,P08548,R05300
L03450,C00096,P09583,R03806
L03451,C01796,P00590,R07600
L03452,C02135,P01740,R07350
L03453,C09152,P06378,R02255
L03454,C07415,P06017,R02661
L03455,C01194,P08499,R09939
L03456,C00062,P09831,R04140
L03457,C01807,P03009,R01603
L03458,C07264,P03183,R06017
L03459,C00369,P06521,R08295
L03460,C03700,P07591,R07393
L03461,C09812,P02986,R08933
L03462,C04533,P08692,R06950
L03463,C07305,P04160,R03810
L03464,C06009,P08361,R03628
L03465,C02562,P01589,R00881
L03466,C08026,P01344,R05661
L03467,C08279,P06365,R06877
L03468,C06032,P01583,R05349
L03469,C04147,P05388,R06968
L03470,C01841,P09426,R06937
L03471,C04277,P08506,R08914
L03472,C06345,P09149,R04300
L03473,C04481,P05638,R01468
L03474,C07236,P06658,R03716
L03475,C01219,P05080,R08784
L03476,C08610,P02802,R09966
L03477,C05803,P01202,R08176
L03478,C08109,P01768,R04120
L03479,C06214,P06942,R06280
L03480,C09110,P08438,R04763
L03481,C03938,P02652,R09769
L03482,C03526,P08239,R00210
L03483,C06889,P04666,R01405
L03484,C06955,P01674,R01929
L03485,C07269,P08483,R09392
L03486,C04137,P09920,R02275
L03487,C02403,P01444,R06709
L03488,C01674,P09128,R00608
